Datetime,Close AAPL,High AAPL,Low AAPL,Open AAPL,Volume AAPL
2025-10-22 13:30:00+00:00,261.31689453125,262.8500061035156,261.2799987792969,262.7900085449219,1513860
2025-10-22 13:31:00+00:00,261.510009765625,261.69000244140625,261.1499938964844,261.3699951171875,146344
2025-10-22 13:33:00+00:00,260.7300109863281,261.20001220703125,260.70001220703125,261.0,539566
2025-10-22 13:34:00+00:00,260.29998779296875,260.8280029296875,260.260009765625,260.7900085449219,251251
2025-10-22 13:35:00+00:00,260.2149963378906,260.4330139160156,260.0299987792969,260.30999755859375,246666
2025-10-22 13:36:00+00:00,260.29998779296875,260.71990966796875,260.1099853515625,260.1700134277344,154197
2025-10-22 13:37:00+00:00,260.29998779296875,260.6000061035156,260.2200012207031,260.2792053222656,97965
2025-10-22 13:38:00+00:00,260.55999755859375,260.8067932128906,260.29998779296875,260.29998779296875,134557
2025-10-22 13:39:00+00:00,260.760009765625,260.7699890136719,260.5150146484375,260.5199890136719,97531
2025-10-22 13:40:00+00:00,261.0614929199219,261.1700134277344,260.7417907714844,260.760009765625,135319
2025-10-22 13:41:00+00:00,261.2001037597656,261.28851318359375,260.989990234375,261.1099853515625,246702
2025-10-22 13:42:00+00:00,260.67950439453125,261.239990234375,260.6300048828125,261.2200012207031,119573
2025-10-22 13:43:00+00:00,260.3935852050781,260.70001220703125,260.37298583984375,260.6351013183594,107385
2025-10-22 13:44:00+00:00,260.55499267578125,260.67498779296875,260.3800048828125,260.3999938964844,103179
2025-10-22 13:45:00+00:00,260.8297119140625,260.92999267578125,260.55499267578125,260.55499267578125,0
2025-10-22 13:46:00+00:00,260.9700012207031,260.9700012207031,260.6600036621094,260.7814025878906,1301329
2025-10-22 13:47:00+00:00,260.80999755859375,260.989990234375,260.6099853515625,260.95001220703125,91274
2025-10-22 13:48:00+00:00,260.489990234375,260.83990478515625,260.4526062011719,260.7799987792969,68568
2025-10-22 13:49:00+00:00,260.2950134277344,260.7699890136719,260.2099914550781,260.5050048828125,150091
2025-10-22 13:50:00+00:00,260.5,260.71990966796875,260.1600036621094,260.2876892089844,122325
