Datetime,Close AAPL,High AAPL,Low AAPL,Open AAPL,Volume AAPL
2025-10-23 13:30:00+00:00,259.1000061035156,260.1799011230469,258.92999267578125,259.8900146484375,1064985
2025-10-23 13:31:00+00:00,259.2250061035156,259.3500061035156,258.7049865722656,259.07000732421875,190671
2025-10-23 13:32:00+00:00,259.4200134277344,259.5199890136719,258.9100036621094,259.2300109863281,162399
2025-10-23 13:33:00+00:00,259.2799987792969,259.5198974609375,259.18011474609375,259.4224853515625,143640
2025-10-23 13:34:00+00:00,259.17999267578125,259.3800048828125,259.0450134277344,259.2650146484375,114234
2025-10-23 13:35:00+00:00,259.0799865722656,259.2200012207031,258.8599853515625,259.1564025878906,113534
2025-10-23 13:36:00+00:00,259.04229736328125,259.30999755859375,258.9700012207031,259.0787048339844,58591
2025-10-23 13:37:00+00:00,258.4036865234375,259.218994140625,258.3900146484375,259.05718994140625,100276
2025-10-23 13:38:00+00:00,258.75,258.7900085449219,258.37799072265625,258.37799072265625,157625
2025-10-23 13:39:00+00:00,258.7099914550781,258.9798889160156,258.69000244140625,258.75,89729
2025-10-23 13:40:00+00:00,258.5400085449219,258.8699951171875,258.5199890136719,258.7373962402344,65417
2025-10-23 13:41:00+00:00,258.1449890136719,258.5,258.1199951171875,258.5,122642
2025-10-23 13:42:00+00:00,258.3800048828125,258.489990234375,258.1400146484375,258.1499938964844,100074
2025-10-23 13:43:00+00:00,258.69500732421875,258.909912109375,258.4100036621094,258.4100036621094,96122
2025-10-23 13:44:00+00:00,258.5,258.7300109863281,258.3399963378906,258.7300109863281,75766
2025-10-23 13:45:00+00:00,258.930908203125,259.07000732421875,258.4849853515625,258.4849853515625,78743
2025-10-23 13:46:00+00:00,258.70599365234375,258.95989990234375,258.69000244140625,258.92999267578125,83855
2025-10-23 13:47:00+00:00,258.8299865722656,258.8299865722656,258.60791015625,258.67999267578125,73989
2025-10-23 13:48:00+00:00,258.70001220703125,258.989990234375,258.6080017089844,258.8684997558594,111901
2025-10-23 13:49:00+00:00,258.7449951171875,258.8500061035156,258.6099853515625,258.68499755859375,89860
2025-10-23 13:50:00+00:00,258.8800048828125,258.9599914550781,258.739990234375,258.739990234375,68901
2025-10-23 13:51:00+00:00,258.93499755859375,258.989990234375,258.7799987792969,258.95001220703125,94471
2025-10-23 13:52:00+00:00,258.68499755859375,259.1199951171875,258.6700134277344,259.0,196955
2025-10-23 13:53:00+00:00,258.9735107421875,259.1000061035156,258.7099914550781,258.760009765625,92023
2025-10-23 13:54:00+00:00,258.6099853515625,259.02130126953125,258.54998779296875,259.0150146484375,74424
2025-10-23 13:55:00+00:00,258.9800109863281,259.114990234375,258.6105041503906,258.6105041503906,55725
2025-10-23 13:56:00+00:00,258.8789978027344,259.1400146484375,258.8599853515625,258.9849853515625,63645
2025-10-23 13:57:00+00:00,258.34130859375,258.8500061035156,258.30010986328125,258.8500061035156,73347
2025-10-23 13:58:00+00:00,258.0215148925781,258.3349914550781,258.0215148925781,258.3349914550781,175952
2025-10-23 13:59:00+00:00,258.3500061035156,258.3900146484375,258.0101013183594,258.0199890136719,115977
2025-10-23 14:00:00+00:00,258.67999267578125,258.80999755859375,258.3900146484375,258.3900146484375,82463
2025-10-23 14:01:00+00:00,258.614990234375,258.8500061035156,258.5600891113281,258.65008544921875,67328
2025-10-23 14:02:00+00:00,258.56500244140625,258.69500732421875,258.3900146484375,258.635009765625,67070
2025-10-23 14:03:00+00:00,258.6300048828125,258.7398986816406,258.4800109863281,258.5885009765625,60509
2025-10-23 14:04:00+00:00,258.489990234375,258.69000244140625,258.4200134277344,258.61090087890625,97953
2025-10-23 14:05:00+00:00,258.385009765625,258.5199890136719,258.2250061035156,258.510009765625,78434
2025-10-23 14:06:00+00:00,258.45001220703125,258.4599914550781,258.3299865722656,258.3900146484375,59985
2025-10-23 14:07:00+00:00,258.3999938964844,258.4700012207031,258.2900085449219,258.43499755859375,75840
2025-10-23 14:08:00+00:00,258.385009765625,258.489990234375,258.260009765625,258.44500732421875,91940
2025-10-23 14:09:00+00:00,258.2550048828125,258.50360107421875,258.2034912109375,258.3800048828125,73854
2025-10-23 14:10:00+00:00,258.2699890136719,258.32000732421875,258.1199951171875,258.260009765625,55323
2025-10-23 14:11:00+00:00,258.3900146484375,258.4200134277344,258.1404113769531,258.32000732421875,42195
2025-10-23 14:12:00+00:00,258.6499938964844,258.739990234375,258.4100036621094,258.42498779296875,94912
2025-10-23 14:13:00+00:00,258.69000244140625,258.7099914550781,258.510009765625,258.6510009765625,40935
2025-10-23 14:14:00+00:00,259.20001220703125,259.2298889160156,258.6499938964844,258.6700134277344,99978
2025-10-23 14:15:00+00:00,259.22119140625,259.3304138183594,259.110595703125,259.17169189453125,77904
2025-10-23 14:16:00+00:00,259.20001220703125,259.2799987792969,259.0400085449219,259.2250061035156,76874
2025-10-23 14:17:00+00:00,259.1199951171875,259.27178955078125,259.0133056640625,259.19000244140625,83426
2025-10-23 14:18:00+00:00,259.05999755859375,259.2300109863281,259.0199890136719,259.1549987792969,74598
2025-10-23 14:19:00+00:00,258.7650146484375,259.1099853515625,258.6700134277344,259.0899963378906,155355
2025-10-23 14:20:00+00:00,258.7900085449219,258.8699951171875,258.7300109863281,258.760009765625,64589
2025-10-23 14:21:00+00:00,258.9750061035156,259.0386047363281,258.7200012207031,258.77508544921875,37514
2025-10-23 14:22:00+00:00,258.92999267578125,259.19000244140625,258.9200134277344,258.9750061035156,52733
2025-10-23 14:23:00+00:00,259.00469970703125,259.010009765625,258.8399963378906,258.94000244140625,39092
2025-10-23 14:24:00+00:00,259.3550109863281,259.3800048828125,259.0,259.0,79113
2025-10-23 14:25:00+00:00,259.3500061035156,259.4999084472656,259.2699890136719,259.3800048828125,70666
2025-10-23 14:26:00+00:00,259.45001220703125,259.6099853515625,259.3900146484375,259.3900146484375,103452
2025-10-23 14:27:00+00:00,259.47900390625,259.6300048828125,259.3999938964844,259.45001220703125,67744
2025-10-23 14:28:00+00:00,259.44000244140625,259.5,259.3399963378906,259.5,31226
2025-10-23 14:29:00+00:00,259.4798889160156,259.489990234375,259.3901062011719,259.45001220703125,42529
2025-10-23 14:30:00+00:00,259.1499938964844,259.4200134277344,259.05999755859375,259.4200134277344,72578
2025-10-23 14:31:00+00:00,259.15509033203125,259.3599853515625,259.05999755859375,259.1600036621094,51053
2025-10-23 14:32:00+00:00,259.1300048828125,259.2300109863281,259.0199890136719,259.19000244140625,43721
2025-10-23 14:33:00+00:00,259.2699890136719,259.2900085449219,259.07000732421875,259.1199951171875,28816
2025-10-23 14:34:00+00:00,259.2637023925781,259.3299865722656,259.2099914550781,259.2900085449219,39578
2025-10-23 14:35:00+00:00,259.2799987792969,259.32501220703125,259.239990234375,259.2799987792969,28819
2025-10-23 14:36:00+00:00,259.30499267578125,259.4200134277344,259.260009765625,259.2799987792969,43944
2025-10-23 14:37:00+00:00,259.2900085449219,259.3399963378906,259.1199951171875,259.3299865722656,39462
2025-10-23 14:38:00+00:00,259.5249938964844,259.5425109863281,259.2850036621094,259.2850036621094,45636
2025-10-23 14:39:00+00:00,259.30999755859375,259.5899963378906,259.29998779296875,259.510009765625,48032
2025-10-23 14:40:00+00:00,259.364990234375,259.3999938964844,259.2030029296875,259.3349914550781,46814
2025-10-23 14:41:00+00:00,259.41009521484375,259.44000244140625,259.32000732421875,259.3599853515625,33907
2025-10-23 14:42:00+00:00,259.2650146484375,259.42999267578125,259.25,259.4100036621094,23803
2025-10-23 14:43:00+00:00,259.281005859375,259.42999267578125,259.2650146484375,259.2650146484375,38925
2025-10-23 14:44:00+00:00,259.32501220703125,259.42999267578125,259.260009765625,259.28289794921875,27829
2025-10-23 14:45:00+00:00,259.340087890625,259.3454895019531,259.1300048828125,259.32501220703125,67886
2025-10-23 14:46:00+00:00,259.3599853515625,259.3999938964844,259.29998779296875,259.3699951171875,26351
2025-10-23 14:47:00+00:00,259.4501953125,259.489990234375,259.3599853515625,259.3599853515625,26858
2025-10-23 14:48:00+00:00,259.43499755859375,259.5010986328125,259.4100036621094,259.4800109863281,43107
2025-10-23 14:49:00+00:00,259.3299865722656,259.46990966796875,259.30999755859375,259.46990966796875,24888
2025-10-23 14:50:00+00:00,259.3599853515625,259.42999267578125,259.3299865722656,259.3299865722656,34504
2025-10-23 14:51:00+00:00,259.19500732421875,259.3399963378906,259.1199951171875,259.32000732421875,106569
2025-10-23 14:52:00+00:00,259.0849914550781,259.17999267578125,259.010009765625,259.17999267578125,48885
2025-10-23 14:53:00+00:00,258.86151123046875,259.05999755859375,258.84381103515625,259.04998779296875,62869
2025-10-23 14:54:00+00:00,258.760009765625,258.875,258.7300109863281,258.8601989746094,90098
2025-10-23 14:55:00+00:00,258.9949951171875,259.010009765625,258.7300109863281,258.7550048828125,74352
2025-10-23 14:56:00+00:00,258.7900085449219,259.1400146484375,258.75,258.9949951171875,131884
2025-10-23 14:57:00+00:00,259.1000061035156,259.1300048828125,258.80499267578125,258.80499267578125,39576
2025-10-23 14:58:00+00:00,259.34051513671875,259.3500061035156,259.0899963378906,259.0899963378906,59715
2025-10-23 14:59:00+00:00,259.6221923828125,259.6600036621094,259.3450012207031,259.3450012207031,83784
2025-10-23 15:00:00+00:00,259.510009765625,259.67999267578125,259.32000732421875,259.6099853515625,62997
2025-10-23 15:01:00+00:00,259.6394958496094,259.6612854003906,259.4800109863281,259.5148010253906,50201
2025-10-23 15:02:00+00:00,259.5799865722656,259.6700134277344,259.54998779296875,259.6499938964844,59721
2025-10-23 15:03:00+00:00,259.3699951171875,259.59051513671875,259.3638000488281,259.57000732421875,71429
2025-10-23 15:04:00+00:00,259.2900085449219,259.3900146484375,259.25,259.375,51249
2025-10-23 15:05:00+00:00,259.31500244140625,259.4100036621094,259.2449951171875,259.2799987792969,45790
2025-10-23 15:06:00+00:00,259.3550109863281,259.3877868652344,259.25,259.3096923828125,28171
2025-10-23 15:07:00+00:00,259.2900085449219,259.3699951171875,259.2200012207031,259.355712890625,19855
2025-10-23 15:08:00+00:00,259.3800048828125,259.3800048828125,259.260009765625,259.30999755859375,29637
2025-10-23 15:09:00+00:00,259.340087890625,259.4100036621094,259.3301086425781,259.375,29932
